id , Source Name , RA (J2000.0) , Dec (J2000.0) , Extended source name , Significance , Log Parabola signif. , Peak Interval , Previous Fermi Association , Other Gamma Catalog Associations , TeVCat Flag , TeV Assoc. Name , Class , Low confidence Class , Association , Low Confidence Assoc. , Assoc. Probability , R.A. Counterpart , Dec. Counterpart , Counterpart Error
374 , 4FGL J0228.0-3026 , 37.014 , -30.447 ,  , 7.0876827 , 0.12765968 , 31560000 ,  ,  , N ,  , fsrq ,  , PKS 0225-306 ,  , 0.9406959 , 36.91891860961914 , -30.434329986572266 , 0.0045
375 , 4FGL J0228.1+8208 , 37.0303 , 82.1434 ,  , 6.383869 , 0.063907504 , 31560000 , 3FGL J0228.5+8213 ,  , N ,  , bcu ,  , WN B0220.3+8153 ,  , 0.98315996 , 36.892486025 , 82.1087821611 , 0.00000018
376 , 4FGL J0228.2-3102 , 37.06 , -31.0338 ,  , 5.8343096 , 1.2622854 ,  , 3FGL J0228.7-3106 ,  , N ,  , bcu ,  , PMN J0228-3102 ,  , 0.99331474 , 37.0541051625 , -31.0445230389 , 0.0000027
377 , 4FGL J0228.3-5547 , 37.0854 , -55.7931 ,  , 50.273495 , 7.00674 , 31560000 , 3FGL J0228.3-5545 ,  , N ,  , fsrq ,  , PKS 0226-559 ,  , 0.9676698 , 37.0899932333 , -55.7675779333 , 0.00000012
378 , 4FGL J0228.7+6718 , 37.1976 , 67.3064 ,  , 8.22565 , 2.6933987 ,  ,  ,  , N ,  , fsrq ,  , 4C +67.05 ,  , 0.99802667 , 37.2085478875 , 67.3508414861 , 0.000000068
379 , 4FGL J0229.5-3644 , 37.3877 , -36.7388 ,  , 32.385853 , 3.722187 , 31332582 , 3FGL J0229.3-3643 ,  , N ,  , fsrq ,  , PKS 0227-369 ,  , 0.99934095 , 37.3685377208 , -36.7324506083 , 0.000000082
380 , 4FGL J0230.8+4032 , 37.7086 , 40.5416 ,  , 27.076344 , 3.5300407 , 31560000 , 3FGL J0230.8+4032 ,  , N ,  , fsrq ,  , B3 0227+403 ,  , 0.9993566 , 37.6904616125 , 40.5480746389 , 0.0000001
381 , 4FGL J0231.2-5754 , 37.817 , -57.9157 ,  , 11.067888 , 0.76161623 ,  , 3FGL J0230.6-5757 ,  , N ,  , bll ,  , PKS 0229-581 ,  , 0.99840784 , 37.78862380981445 , -57.9183349609375 , 0.0045
382 , 4FGL J0231.2-4745 , 37.8209 , -47.7654 ,  , 15.021753 , 0.626351 , 31560000 ,  ,  , N ,  , fsrq ,  , PMN J0231-4746 ,  , 0.9984415 , 37.7991834458 , -47.7698841917 , 0.00000031
383 , 4FGL J0231.8+1322 , 37.9616 , 13.3692 ,  , 13.854936 , 1.5823629 , 31559456 ,  ,  , N ,  , fsrq ,  , 4C +13.14 ,  , 0.99842775 , 37.9412252542 , 13.3818656472 , 0.000000068
384 , 4FGL J0232.5-1118 , 38.1333 , -11.3166 ,  , 5.103139 , 1.2405181 ,  ,  ,  , N ,  , bcu ,  , PMN J0232-1120 ,  , 0.9840203 , 38.1745961 , -11.3389507167 , 0.0000019
385 , 4FGL J0232.8+2018 , 38.2139 , 20.3159 ,  , 11.06422 , 0.4668205 ,  , 3FGL J0232.8+2016 ,  , P , 1ES 0229+200 , bll ,  , 1ES 0229+200 ,  , 0.9981899 , 38.2025640875 , 20.2881905 , 0.00000057
386 , 4FGL J0232.9+2608 , 38.2481 , 26.137 ,  , 7.9517365 , 1.0046979 ,  , 3FGL J0232.9+2606 ,  , N ,  , bll ,  , B2 0230+25 ,  , 0.9952476 , 38.2348469667 , 26.1619319889 , 0.0000011
387 , 4FGL J0233.0+3740 , 38.2714 , 37.6825 ,  , 7.744388 , 0.17087328 ,  ,  ,  , N ,  , bcu ,  , NVSS J023308+374201 ,  , 0.9959269 , 38.28340148925781 , 37.700340270996094 , 0.00000048
388 , 4FGL J0233.5+0654 , 38.3857 , 6.9083 ,  , 11.067299 , 0.047770273 ,  , 3FGL J0232.6+0646 ,  , N ,  , bcu ,  , 2MASS J02334098+0656114 ,  , 0.98938054 , 38.37495040893555 , 6.923995494842529 , 0.0045
389 , 4FGL J0233.9+8041 , 38.4987 , 80.6948 ,  , 5.5930977 , 1.1825676 ,  ,  ,  , N ,  , bcu ,  , 1RXS J023428.6+804341 ,  , 0.99025285 , 38.627540588378906 , 80.7270278930664 , 0.009
390 , 4FGL J0234.3-0628 , 38.5831 , -6.4818 ,  , 9.229925 , 0.3699576 ,  , 3FGL J0234.2-0629 ,  , N ,  , bll ,  , SDSS J023410.30-062825.7 ,  , 0.9938913 , 38.5428352355957 , -6.4738335609436035 , 0.0045
391 , 4FGL J0235.6-2939 , 38.9008 , -29.6517 ,  , 5.738842 , 1.2071772 ,  ,  ,  , N ,  , bll ,  , PHL 1389 ,  , 0.9994115 , 38.90304183959961 , -29.645389556884766 , 0.009
392 , 4FGL J0236.8-6136 , 39.2021 , -61.6106 ,  , 36.603737 , 2.5362163 , 31560000 , 3FGL J0236.7-6136 ,  , N ,  , fsrq ,  , PKS 0235-618 ,  , 0.99978137 , 39.2218572667 , -61.6042176222 , 0.000000088
393 , 4FGL J0237.1-0714 , 39.2845 , -7.2456 ,  , 4.233904 , 1.4330049 ,  ,  ,  , N ,  , bcu ,  , SDSS J023700.77-071307.3 ,  ,  , 39.2532341375 , -7.21871609444 , 0.0000018
394 , 4FGL J0237.3+2000 , 39.3279 , 20.0013 ,  , 4.089062 , 0.30145508 ,  ,  ,  , N ,  , bll ,  , NVSS J023720+200033 ,  ,  , 39.3323857208 , 20.0088227528 , 0.00000061
395 , 4FGL J0237.6-3602 , 39.4244 , -36.0422 ,  , 11.924324 , 0.620378 , 31560000 , 3FGL J0237.5-3603 ,  , N ,  , bll ,  , RBS 0334 ,  , 0.99576133 , 39.3918601292 , -36.0579043944 , 0.00000058
396 , 4FGL J0237.6+0923 , 39.4244 , 9.3844 ,  , 6.5564504 , 1.5526309 ,  ,  ,  , N ,  , bcu ,  , OD 58 ,  , 0.9255393 , 39.4188719167 , 9.31712318333 , 0.00000027
397 , 4FGL J0237.7+0206 , 39.4414 , 2.1019 ,  , 4.280117 , 0.73787713 ,  ,  ,  , N ,  , rdg ,  , PKS 0235+017 ,  , 0.90586954 , 39.42407989501953 , 1.97530996799469 , 0.0045
398 , 4FGL J0237.8+2848 , 39.4737 , 28.8044 ,  , 113.94787 , 9.960195 , 31560000 , 3FGL J0237.9+2848 ,  , N ,  , FSRQ ,  , 4C +28.07 ,  , 1 , 39.468357 , 28.8024972361 , 0.000000068
399 , 4FGL J0238.1-3905 , 39.5299 , -39.0874 ,  , 13.152538 , 1.7811472 ,  , 3FGL J0238.3-3904 ,  , N ,  , bll ,  , 1RXS J023800.5-390505 ,  , 0.9970611 , 39.5026444917 , -39.0846458472 , 0.000004
400 , 4FGL J0238.2+1531 , 39.5617 , 15.5175 ,  , 5.1220613 , 0.46840796 , 31560000 ,  ,  , N ,  , bcu ,  , CRATES J023819+153323 ,  , 0.9808229 , 39.5828776042 , 15.5562599028 , 0.00000035
401 , 4FGL J0238.4-3116 , 39.6209 , -31.2828 ,  , 31.736261 , 1.0103164 , 31560000 , 3FGL J0238.4-3117 ,  , P , 1RXS J023832.6-311658 , bll ,  , 1RXS J023832.6-311658 ,  , 0.9996292 , 39.6353347708 , -31.2827961944 , 0.00000032
402 , 4FGL J0238.6+1637 , 39.668 , 16.6179 ,  , 126.57737 , 11.333065 , 31332582 , 3FGL J0238.6+1636 ,  , N ,  , BLL ,  , PKS 0235+164 ,  , 1 , 39.6622087833 , 16.6164651667 , 0.000000068
403 , 4FGL J0238.7+2555 , 39.6991 , 25.9238 ,  , 5.143395 , 1.0136856 ,  , 3FGL J0239.0+2555 ,  , N ,  , bcu ,  , NVSS J023853+255407 ,  ,  , 39.7245403292 , 25.9019871278 , 0.0000024
404 , 4FGL J0239.5+1326 , 39.8847 , 13.4366 ,  , 5.580981 , 1.874605 , 31332582 , 3FGL J0239.4+1326 ,  , N ,  , bcu ,  , GB6 J0239+1327 ,  , 0.9915004 , 39.8634724917 , 13.46069315 , 0.00000023
405 , 4FGL J0239.5-1353 , 39.8923 , -13.8878 ,  , 4.7861714 , 0.047791388 ,  ,  ,  , N ,  , bcu ,  , CRATES J023939.13-135409.6 ,  , 0.9866045 , 39.91304016113281 , -13.902669906616211 , 0.0045
406 , 4FGL J0239.7+0415 , 39.9403 , 4.2643 ,  , 17.328331 , 1.1728361 , 31560000 ,  ,  , N ,  , fsrq ,  , PKS 0237+040 ,  , 0.99813247 , 39.9635960375 , 4.2726144 , 0.000000082
407 , 4FGL J0240.8-3401 , 40.2025 , -34.0177 ,  , 6.5985794 , 1.8951194 ,  ,  ,  , N ,  , bcu ,  , NVSS J024047-340018 ,  , 0.9964034 , 40.1987031958 , -34.0062600139 , 0.0000085
408 , 4FGL J0241.0-0505 , 40.2509 , -5.0943 ,  , 8.186802 , 1.4766529 ,  ,  ,  , N ,  , bll ,  , PKS 0238-052 ,  , 0.998257 , 40.2340531667 , -5.07838941111 , 0.00000014
409 , 4FGL J0241.3+6543 , 40.3386 , 65.7288 ,  , 19.112068 , 0.9823309 ,  , 3FGL J0241.3+6542 ,  , N ,  , bll ,  , TXS 0237+655 ,  , 0.9986627 , 40.3406103583 , 65.7198831556 , 0.00000024
410 , 4FGL J0241.9-1603 , 40.485 , -16.062 ,  , 7.215347 , 1.0538019 ,  ,  ,  , N ,  , bcu ,  , 1RXS J024151.6-160339 ,  , 0.997255 , 40.4641831167 , -16.0593443389 , 0.0000016
411 , 4FGL J0242.3+1102 , 40.5951 , 11.0477 ,  , 13.800955 , 4.2502685 , 31560000 , 3FGL J0242.3+1059 ,  , N ,  , fsrq ,  , OD 166 ,  , 0.997309 , 40.6215452292 , 11.0168688861 , 0.000000075
412 , 4FGL J0242.3+5216 , 40.5974 , 52.2798 ,  , 10.338456 , 2.7914288 , 31560000 ,  ,  , N ,  , bcu ,  , TXS 0239+520 ,  , 0.84385884 , 40.73808670043945 , 52.22703552246094 , 0.0045
413 , 4FGL J0242.6+1735 , 40.6588 , 17.5984 ,  , 5.666042 , 0.9376725 ,  ,  ,  , N ,  , bcu ,  , TXS 0239+175 ,  , 0.95173645 , 40.601200103759766 , 17.716400146484375 , 0.0045
414 , 4FGL J0243.2-0550 , 40.8176 , -5.8465 ,  , 7.9732924 , 0 , 31560000 ,  ,  , N ,  , fsrq ,  , PKS 0240-060 ,  , 0.9976114 , 40.8019561625 , -5.84869315278 , 0.000000095
415 , 4FGL J0243.4+7119 , 40.8679 , 71.3249 ,  , 12.408138 , 2.1894004 , 31332582 , 3FGL J0243.5+7119 ,  , N ,  , bll ,  , S5 0238+711 ,  , 0.9998172 , 40.8787138333 , 71.3383066722 , 0.00000012
416 , 4FGL J0244.6-5819 , 41.1576 , -58.3256 ,  , 22.210072 , 1.1593702 , 31559456 , 3FGL J0244.8-5818 ,  , N ,  , bll ,  , RBS 0351 ,  , 0.9999548 , 41.16790008544922 , -58.33140182495117 , 0.0045
417 , 4FGL J0244.7+1316 , 41.192 , 13.2799 ,  , 6.0040245 , 1.8200527 , 31560000 ,  ,  , N ,  , bcu ,  , GB6 J0244+1320 ,  , 0.98200804 , 41.1903889042 , 13.3353393 , 0.000000088
418 , 4FGL J0245.1-0257 , 41.2914 , -2.955 ,  , 7.9507585 , 1.8842345 ,  ,  ,  , N ,  , bll ,  , PMN J0245-0255 ,  , 0.97752833 , 41.3317917583 , -2.94115907222 , 0.0000013
419 , 4FGL J0245.4-5950 , 41.351 , -59.8349 ,  , 7.139188 , 1.484632 ,  ,  ,  , N ,  , bcu ,  , PMN J0244-5948 ,  , 0.95095307 , 41.22074890136719 , -59.801639556884766 , 0.0045
420 , 4FGL J0245.4+2408 , 41.3545 , 24.1498 ,  , 12.381678 , 0.9824553 , 31560000 , 3FGL J0245.4+2410 ,  , N ,  , fsrq ,  , B2 0242+23 ,  , 0.98799694 , 41.3202331375 , 24.0931040333 , 0.000000095
421 , 4FGL J0245.9-4650 , 41.4966 , -46.8463 ,  , 78.12726 , 6.6500793 , 31560000 , 3FGL J0245.9-4651 ,  , N ,  , fsrq ,  , PKS 0244-470 ,  , 0.9998932 , 41.5004916 , -46.8547868778 , 0.00000012
422 , 4FGL J0246.6-3348 , 41.6637 , -33.8097 ,  , 4.4240437 , 0.6501795 ,  ,  ,  , N ,  , bcu ,  , TXS 0244-340 ,  , 0 , 41.6944580078125 , -33.855220794677734 , 0.0045
423 , 4FGL J0248.0+2232 , 42.0063 , 22.545 ,  , 5.5135083 , 0.67134297 ,  ,  ,  , N ,  , bcu ,  , 1RXS J024800.1+223136 ,  , 0 , 42.00041961669922 , 22.526809692382812 , 0.009
424 , 4FGL J0248.6+5131 , 42.1587 , 51.5333 ,  , 24.018524 , 3.1203408 ,  , 3FGL J0248.4+5130 ,  , N ,  , bcu ,  , 2MASS J02484479+5132022 ,  , 0.9944022 , 42.1428290958 , 51.521674125 , 0.00000027
425 , 4FGL J0250.2-8224 , 42.5732 , -82.4037 ,  , 11.081469 , 0.27123064 , 31559456 , 3FGL J0244.4-8224 ,  , N ,  , bcu ,  , PMN J0251-8226 ,  , 0.9941228 , 42.7884806875 , -82.441453425 , 0.00000029
426 , 4FGL J0250.6+1712 , 42.6563 , 17.2081 ,  , 13.710422 , 1.013179 ,  , 3FGL J0250.6+1713 ,  , N ,  , bll ,  , RGB J0250+172 ,  , 0.999611 , 42.658167225 , 17.2024666861 , 0.00000023
427 , 4FGL J0250.6+8435 , 42.6642 , 84.5985 ,  , 14.776139 , 2.5436351 , 31560000 , 3FGL J0249.1+8438 ,  , N ,  , bcu ,  , WN B0239.6+8423 ,  , 0.9962873 , 42.4513874667 , 84.5991752917 , 0.00000029
428 , 4FGL J0250.7+5630 , 42.6982 , 56.5137 ,  , 10.582685 , 0.34680688 ,  , 3FGL J0250.6+5630 ,  , N ,  , bcu ,  , RX J0250.7+5629 ,  , 0.9962537 , 42.6983035 , 56.4931739194 , 0.00000042
429 , 4FGL J0251.5-5958 , 42.8976 , -59.9739 ,  , 9.872608 , 1.0374961 , 31560000 , 3FGL J0251.5-5959 ,  , N ,  , fsrq ,  , PKS 0250-602 ,  , 0.99735975 , 42.85936165 , -60.0017350556 , 0.00000078
430 , 4FGL J0252.8-2219 , 43.2007 , -22.3203 ,  , 94.39417 , 7.178896 , 31560000 , 3FGL J0252.8-2218 ,  , N ,  , fsrq ,  , PKS 0250-225 ,  , 0.999949 , 43.199806875 , -22.3237404917 , 0.00000013
431 , 4FGL J0252.9+3834 , 43.2466 , 38.5774 ,  , 7.296144 , 1.5040499 , 31560000 , 3FGL J0252.3+3830 ,  , N ,  , fsrq ,  , B2 0249+38 ,  , 0.99179053 , 43.2870336375 , 38.5902775528 , 0.00000011
432 , 4FGL J0253.2-5441 , 43.3062 , -54.6936 ,  , 12.988434 , 0.9867351 , 31560000 , 3FGL J0253.1-5438 ,  , N ,  , fsrq ,  , PKS 0252-549 ,  , 0.9963557 , 43.3715850125 , -54.6976211056 , 0.000000095
433 , 4FGL J0253.2-0124 , 43.3158 , -1.4031 ,  , 10.38018 , 0.9344467 ,  , 3FGL J0253.0-0125 ,  , N ,  , bll ,  , FBQS J0253-0124 ,  , 0.99898636 , 43.31502545 , -1.40150678056 , 0.00000075
434 , 4FGL J0253.5+3216 , 43.3829 , 32.2826 ,  , 10.913772 , 1.5460821 , 31560000 , 3FGL J0253.5+3216 ,  , N ,  , fsrq ,  , MG3 J025334+3217 ,  , 0.9997642 , 43.3902089583 , 32.2891366 , 0.0000001
435 , 4FGL J0253.9+5103 , 43.4933 , 51.0633 ,  , 17.889631 , 2.2095187 , 31332582 , 3FGL J0253.8+5104 ,  J0252+5038 , N ,  , fsrq ,  , TXS 0250+508 ,  , 0.9998876 , 43.4900331792 , 51.04901555 , 0.00000012
436 , 4FGL J0255.8+0534 , 43.9621 , 5.5766 ,  , 5.248879 , 2.2135904 ,  , 3FGL J0255.8+0532 ,  , N ,  , bll ,  , PMN J0255+0533 ,  , 0.99768645 , 43.95631285 , 5.56529404444 , 0.00000087
437 , 4FGL J0256.3+0334 , 44.0964 , 3.5698 ,  , 11.272073 , 0.38050094 ,  , 3FGL J0256.3+0335 ,  , N ,  , bll ,  , PKS B0253+033 ,  , 0.99523646 , 44.1172948 , 3.55881766111 , 0.00000067
438 , 4FGL J0257.0+3358 , 44.2663 , 33.9728 ,  , 5.6547756 , 0.7318685 ,  ,  ,  , N ,  , bcu ,  , GB6 J0257+3357 ,  , 0.9981671 , 44.28279113769531 , 33.95838928222656 , 0.0045
439 , 4FGL J0257.9-1215 , 44.492 , -12.2637 ,  , 8.085006 , 0.055675495 , 31332582 , 3FGL J0257.8-1216 ,  , N ,  , fsrq ,  , PMN J0257-1211 ,  , 0.98541754 , 44.4208524583 , -12.2003835944 , 0.00000011
440 , 4FGL J0258.1+2030 , 44.5422 , 20.5137 ,  , 8.505954 , 2.332886 , 31560000 , 3FGL J0258.0+2030 ,  , N ,  , bll ,  , MG3 J025805+2029 ,  , 0.99856764 , 44.5304559125 , 20.5004389361 , 0.00000017
441 , 4FGL J0259.3+5453 , 44.8486 , 54.891 ,  , 5.62132 , 0.2543782 ,  ,  ,  , N ,  , bcu ,  , GB6 J0259+5451 ,  , 0.9711756 , 44.8867301940918 , 54.85564422607422 , 0.0045
442 , 4FGL J0259.4+0746 , 44.8578 , 7.7833 ,  , 33.432896 , 2.6710882 , 31560000 , 3FGL J0259.5+0746 ,  , N ,  , fsrq ,  , PKS 0256+075 ,  , 0.9995918 , 44.8628192708 , 7.79434527778 , 0.000000075
443 , 4FGL J0259.5+1924 , 44.8791 , 19.4082 ,  , 4.557626 , 0.33144093 ,  ,  ,  , N ,  , fsrq ,  , TXS 0256+192 ,  , 0.9954917 , 44.8735664167 , 19.4289798722 , 0.0000001
444 , 4FGL J0259.5-1705 , 44.8916 , -17.0942 ,  , 6.8392534 , 2.1477902 ,  ,  ,  , N ,  , bcu ,  , NVSS J025933-170540 ,  , 0.99675477 , 44.88872528076172 , -17.094539642333984 , 0.0000011
445 , 4FGL J0301.0-1652 , 45.2714 , -16.8688 ,  , 4.47728 , 0.1958523 , 31560000 , 3FGL J0301.4-1652 ,  , N ,  , bcu ,  , PMN J0301-1652 ,  , 0.98058796 , 45.3192611083 , -16.8791948694 , 0.00000015
446 , 4FGL J0301.2+2546 , 45.3106 , 25.7753 ,  , 4.460346 , 0.3742667 ,  ,  ,  , N ,  , bcu ,  , GB6 J0301+2546 ,  ,  , 45.2722511583 , 25.7875456417 , 0.0000019
447 , 4FGL J0301.4-3124 , 45.351 , -31.4103 ,  , 8.349729 , 1.2674416 ,  ,  ,  , N ,  , bcu ,  , AT20G J030116-312615 ,  , 0.9899937 , 45.3176843292 , -31.4377190944 , 0.00000015
448 , 4FGL J0301.6-7155 , 45.4036 , -71.9279 ,  , 12.605147 , 0.97981906 , 31560000 , 3FGL J0301.8-7157 ,  , N ,  , fsrq ,  , PKS 0301-721 ,  , 0.99924016 , 45.4101906458 , -71.9428886611 , 0.00000026
449 , 4FGL J0301.9-2731 , 45.4991 , -27.5302 ,  , 8.513724 , 0.7750031 ,  , 3FGL J0301.8-2721 ,  , N ,  , bcu ,  , NVSS J030158-272754 ,  , 0.96699107 , 45.4917251292 , -27.4652649194 , 0.000012
450 , 4FGL J0303.2+3149 , 45.8084 , 31.8207 ,  , 6.2614026 , 2.2336054 ,  , 3FGL J0303.0+3150 ,  , N ,  , bcu ,  , B2 0259+31 ,  , 0.97538775 , 45.7564859583 , 31.8459083472 , 0.00000084
451 , 4FGL J0303.3-7913 , 45.8409 , -79.2236 ,  , 9.348576 , 0.77493805 , 31560000 , 3FGL J0302.5-7915 ,  , N ,  , fsrq ,  , PMN J0303-7914 ,  , 0.99861854 , 45.8370976708 , -79.2490328194 , 0.0000002
452 , 4FGL J0303.3+0555 , 45.8465 , 5.9249 ,  , 5.412891 , 0.9426109 ,  ,  ,  , N ,  , bll ,  , GB6 J0303+0554 ,  , 0.9970306 , 45.8758363167 , 5.90838300556 , 0.0000033
453 , 4FGL J0303.4-2407 , 45.8625 , -24.1225 ,  , 98.475494 , 2.7091649 , 31560000 , 3FGL J0303.4-2407 ,  , P , PKS 0301-243 , BLL ,  , PKS 0301-243 ,  , 1 , 45.8604285917 , -24.1198409472 , 0.0000002
454 , 4FGL J0303.4-5232 , 45.8706 , -52.5349 ,  , 9.847477 , 1.5338386 , 31560000 ,  ,  , N ,  , bcu ,  , AT20G J030328-523433 ,  , 0.9909976 , 45.8674676708 , -52.5759149472 , 0.00002
455 , 4FGL J0303.6+4716 , 45.9098 , 47.2759 ,  , 44.577286 , 3.44158 , 31560000 , 3FGL J0303.6+4716 ,  , N ,  , bll ,  , 4C +47.08 ,  , 0.9999224 , 45.8968426042 , 47.2711876417 , 0.000000068
456 , 4FGL J0303.6-6211 , 45.9245 , -62.1899 ,  , 27.528368 , 1.6176581 , 31559456 , 3FGL J0303.7-6211 ,  , N ,  , fsrq ,  , PKS 0302-623 ,  , 0.99956656 , 45.9609639958 , -62.1904305389 , 0.000000075
457 , 4FGL J0304.4-2833 , 46.1016 , -28.5662 ,  , 8.158965 , 2.6094635 ,  , 3FGL J0304.3-2836 ,  , N ,  , bll ,  , RBS 0385 ,  , 0.99698097 , 46.06803894042969 , -28.538360595703125 , 0.009
458 , 4FGL J0304.5+6821 , 46.1411 , 68.3539 ,  , 18.239847 , 5.2574205 , 31559456 , 3FGL J0304.9+6817 ,  , N ,  , bcu ,  , TXS 0259+681 ,  , 0.9969621 , 46.0916827542 , 68.3604095583 , 0.0000001
459 , 4FGL J0304.5-0054 , 46.1423 , -0.9148 ,  , 6.6343055 , 0.07852339 ,  ,  ,  , N ,  , bll ,  , RX J0304.5-0054 ,  , 0.9988777 , 46.14149856567383 , -0.9012799859046936 , 0.0045
460 , 4FGL J0304.9-0606 , 46.2258 , -6.1107 ,  , 6.595863 , 1.3841338 , 31332582 , 1FGL J0305.0-0601 ,  , N ,  , bll ,  , PMN J0304-0608 ,  , 0.9977226 , 46.2523485833 , -6.128194625 , 0.00000024
461 , 4FGL J0305.1-1608 , 46.2919 , -16.1466 ,  , 11.327092 , 1.0987879 ,  , 3FGL J0305.2-1607 ,  , N ,  , bll ,  , PKS 0302-16 ,  , 0.9901312 , 46.3127894583 , -16.1379695417 , 0.00000084
462 , 4FGL J0307.4+4915 , 46.8647 , 49.257 ,  , 29.331055 , 2.7420154 ,  , 3FGL J0307.3+4916 ,  , N ,  , bll ,  , GB6 J0307+4915 ,  , 0.99998033 , 46.8626454292 , 49.2527092611 , 0.0000001
463 , 4FGL J0307.8-0419 , 46.9523 , -4.3266 ,  , 4.5289063 , 0.136628 ,  ,  ,  , N ,  , bcu ,  , LEDA 095522 ,  , 0.9947345 , 46.9354854083 , -4.31923459167 , 0.00000092
464 , 4FGL J0308.1-2852 , 47.0352 , -28.8728 ,  , 5.3947644 , 1.0499624 ,  , 3FGL J0308.4-2852 ,  , N ,  , bcu ,  , 2MASS J03081972-2849480 ,  , 0.9826986 , 47.0702200958 , -28.8514289833 , 0.0000017
465 , 4FGL J0308.4+0407 , 47.1105 , 4.1177 ,  , 17.871645 , 1.9942957 , 31559456 , 3FGL J0308.6+0408 ,  , N ,  , rdg ,  , NGC 1218 ,  , 0.99922305 , 47.10926585 , 4.11091688056 , 0.000000075
466 , 4FGL J0309.0+1029 , 47.2617 , 10.4927 ,  , 29.79713 , 3.0544956 , 31560000 , 3FGL J0309.0+1029 ,  , N ,  , fsrq ,  , PKS 0306+102 ,  , 0.9998469 , 47.2650979083 , 10.4878724861 , 0.000000068
467 , 4FGL J0309.4-4000 , 47.3615 , -40.0065 ,  , 6.707339 , 1.268403 ,  ,  ,  , N ,  , bcu ,  , 1RXS J030926.2-395927 ,  , 0.9981878 , 47.358543395996094 , -39.99105453491211 , 0.0045
468 , 4FGL J0309.7-0745 , 47.4326 , -7.7655 ,  , 10.346659 , 1.0958666 ,  , 3FGL J0309.5-0749 ,  , N ,  , bll ,  , NVSS J030943-074427 ,  , 0.99904084 , 47.4301745083 , -7.74096815278 , 0.00000039
469 , 4FGL J0309.9-6058 , 47.4921 , -60.9733 ,  , 61.87279 , 6.357528 , 31560000 , 3FGL J0309.9-6057 ,  , N ,  , fsrq ,  , PKS 0308-611 ,  , 0.999902 , 47.4837464625 , -60.97751565 , 0.000000075
470 , 4FGL J0310.6-5017 , 47.6544 , -50.2901 ,  , 17.058216 , 1.409043 , 31560000 , 3FGL J0310.4-5015 ,  , N ,  , bll ,  , 1RXS J031036.0-501615 ,  , 0.9989776 , 47.6446997292 , -50.2753148972 , 0.0000069
471 , 4FGL J0310.8-1041 , 47.7105 , -10.6866 ,  , 5.1095285 , 0.09114072 ,  ,  ,  , N ,  , bcu ,  , GALEXASC J031034.04-103714.3 ,  , 0.94978213 , 47.64210891723633 , -10.620803833007812 , 0.0045
472 , 4FGL J0310.9-3458 , 47.728 , -34.9797 ,  , 4.185415 , 2.0807087 ,  ,  ,  , N ,  , bcu ,  , GALEXASC J031057.27-350033.4 ,  ,  , 47.7388116583 , -35.0091433278 , 0.0000024
473 , 4FGL J0310.9+3815 , 47.7297 , 38.2552 ,  , 11.235453 , 2.0388849 ,  , 3FGL J0310.8+3814 ,  , N ,  , fsrq ,  , B3 0307+380 ,  , 0.998798 , 47.707833025 , 38.2482883083 , 0.000000068
474 , 4FGL J0311.2+6856 , 47.8043 , 68.9385 ,  , 5.249605 , 1.6456095 ,  ,  ,  , N ,  , bcu ,  , NVSS J031111+685610 ,  , 0.9966933 , 47.79621124267578 , 68.93649291992188 , 0.0045
475 , 4FGL J0311.5-4402 , 47.8809 , -44.046 ,  , 5.0317607 , 0.76759267 ,  ,  ,  , N ,  , bcu ,  , GALEXASC J031103.24-440227.8 ,  , 0.97761655 , 47.76358413696289 , -44.04111099243164 , 0.0045
476 , 4FGL J0312.4-3221 , 48.1095 , -32.3555 ,  , 4.6771493 , 1.2848506 ,  ,  ,  , N ,  , bcu ,  , NVSS J031234-322315 ,  ,  , 48.1425603625 , -32.38794915 , 0.0000015
477 , 4FGL J0312.5-2221 , 48.1385 , -22.3553 ,  , 13.878607 , 2.8422554 ,  , 3FGL J0312.7-2222 ,  , N ,  , bll ,  , NVSS J031235-222118 ,  , 0.9991824 , 48.1487816667 , -22.3547548444 , 0.0000021
478 , 4FGL J0312.8+0134 , 48.2222 , 1.5724 ,  , 15.076546 , 0.39936206 , 31332582 , 3FGL J0312.7+0133 ,  , N ,  , fsrq ,  , PKS 0310+013 ,  , 0.98979306 , 48.1816801583 , 1.55487913056 , 0.0000001
479 , 4FGL J0312.9+3614 , 48.2276 , 36.2341 ,  , 11.267271 , 0.6069341 ,  , 3FGL J0312.7+3613 ,  , N ,  , bll ,  , V Zw 326 ,  , 0.99942243 , 48.20953275 , 36.2554288139 , 0.0000002
480 , 4FGL J0312.9+4119 , 48.2438 , 41.3289 ,  , 6.942037 , 1.8146034 ,  ,  ,  , N ,  , rdg ,  , B3 0309+411B ,  , 0.998839 , 48.2581755458 , 41.333662025 , 0.000000075
481 , 4FGL J0314.3+0620 , 48.5887 , 6.3473 ,  , 9.406071 , 0.9075865 ,  ,  ,  , N ,  , bll ,  , NVSS J031423+061955 ,  , 0.9992396 , 48.5996994708 , 6.33237231667 , 0.0000041
482 , 4FGL J0314.3-5103 , 48.5929 , -51.055 ,  , 19.899143 , 1.6514001 ,  , 3FGL J0314.3-5103 ,  , N ,  , bll ,  , PMN J0314-5104 ,  , 0.9988533 , 48.607097175 , -51.0754337083 , 0.000001
